SK_ID_CURR,TARGET
100001,0.08158055321733591
100005,0.14757492427868485
100013,0.08943896780955223
100028,0.08775895494774057
100038,0.14415528312576517
100042,0.07206327940647475
100057,0.09839812755910443
100065,0.11508991306534491
100066,0.05865898821963623
100067,0.10165304922227948
100074,0.08711479195870303
100090,0.13758434543731693
100091,0.12859890696332862
100092,0.12108766963647402
100106,0.14319871233466916
100107,0.11277033828681933
100109,0.12129433479948815
100117,0.10161921367969853
100128,0.07714150394218686
100141,0.11236720662618799
100150,0.0852116352334781
100168,0.07910984623642736
100169,0.054975154735924396
100170,0.0986188458368125
100171,0.11986836722424479
100172,0.14783713075932914
100184,0.09083866215774329
100187,0.07676342862789767
100212,0.09731078360893036
100222,0.10695778400449757
100223,0.06821426629832963
100232,0.08238171566027468
100241,0.1385339009328129
100245,0.08813190736835794
100253,0.07188589874881358
100256,0.1063667147922167
100271,0.07227124497718013
100278,0.12363646934607596
100280,0.0753587567653294
100306,0.1477763484148854
100311,0.12827768102710743
100312,0.07805388639181338
100330,0.10022912719766905
100331,0.11144974582514654
100352,0.10302334209396156
100358,0.12258761581804047
100367,0.10792838964536768
100382,0.09054256810072672
100384,0.0820089157272767
100385,0.11355853332778275
100386,0.0897928477616727
100399,0.08627953355679631
100404,0.08067401397461511
100416,0.07281129143029447
100422,0.14873089041472254
100426,0.09750061232514598
100438,0.07553936755337272
100444,0.10977235032957224
100445,0.12956843269270413
100446,0.11264682955825452
100447,0.08158181736942499
100450,0.09063330308422886
100466,0.10763433581304085
100483,0.08692678535297596
100484,0.06907375084174776
100494,0.09773509152170594
100510,0.1341941192484692
100512,0.07697892382253631
100517,0.08389383534781937
100548,0.07106470778703836
100551,0.08265766847987215
100552,0.1411044005325249
100553,0.09764124422276305
100561,0.11072490415475343
100568,0.14445515635787637
100569,0.07840248907564337
100591,0.1049177386902262
100592,0.06538167076408796
100602,0.10023192790939747
100607,0.09891958683401751
100613,0.09971058087597075
100617,0.08066664178628583
100618,0.11598636241732317
100622,0.1637213609262646
100625,0.11086311161236294
100677,0.0987157326199719
100699,0.09657037514578887
100702,0.1501705435619733
100711,0.08656914609895891
100729,0.1608656540709577
100740,0.1245354334544534
100744,0.11223533485402895
100745,0.11169986755552246
100747,0.10880939808169071
100751,0.127361138607006
100752,0.10622845751632036
100753,0.1506237797103098
100754,0.12458671937165298
100760,0.12073726316503251
100762,0.10478086035070955
100763,0.09076134357290494
100765,0.09592071987885227
100770,0.10059128216385663
100772,0.09364420754357461
100777,0.09439078604609355
100791,0.07921277260785753
100792,0.07864230083852837
100797,0.11057649864250797
100823,0.10927759727971387
100826,0.11052081600099968
100830,0.07975107514198622
100836,0.1364430679454906
100872,0.09778936606479455
100910,0.10576876377336415
100913,0.08149738421769705
100918,0.09481623353509712
100931,0.07575408887919552
100952,0.1271127132291234
100953,0.09619921256854319
100965,0.12047586191941226
100970,0.09272844573372947
100982,0.11737291829168323
100983,0.09914879157054642
100984,0.07833585648086187
100987,0.12906988734757105
100997,0.08841421364839734
100998,0.14012688104928717
101002,0.1214422439185878
101005,0.14566453748807534
101008,0.13678052847148553
101020,0.11412153014085526
101021,0.11549123839051709
101024,0.09380331760204423
101025,0.14583673985788498
101026,0.10697424610435174
101031,0.0948354467490874
101041,0.07391796710801816
101051,0.06819474162586665
101055,0.10977606893966177
101056,0.11713567676664093
101057,0.11597586966894721
101064,0.08764059694816184
101079,0.10523116831763621
101087,0.09810752502447771
101090,0.07705874360419647
101092,0.09962650677379321
101097,0.11475623838233752
101099,0.07604070643390512
101107,0.10983615061768634
101118,0.11050395733772586
101125,0.1012028791676213
101126,0.09055691121414286
101128,0.12356932614915085
101136,0.1276067879076075
101140,0.11643631453636612
101149,0.08743703262076423
101160,0.09013268259395782
101169,0.143777714008102
101181,0.0897141555365326
101186,0.07036001632047244
101190,0.1214320105399831
101193,0.12267512417048573
101194,0.09614365071765497
101198,0.10984900379797588
101200,0.0840632501535863
101204,0.11944888263736206
101211,0.09139199774112021
101213,0.0892282538089724
101223,0.08683781663475529
101225,0.10901918816429729
101237,0.08866447801178155
101243,0.09162098036955131
101244,0.12690244914855014
101258,0.0879584942210857
101259,0.15270410662255873
101268,0.11912201717383201
101269,0.08956612782403843
101271,0.13270038715105253
101279,0.08107678610393632
101281,0.10475343172032206
101287,0.08849218308206448
101292,0.0819245460625866
101294,0.09505934184306768
101296,0.07928718060368471
101297,0.09363675305204329
